ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
YCWZ8871890: 5246Kg (37%)
WWBU2946711: 7668Kg (37%)
LZVJ2008279: 5087Kg (37%)
QWCZ2051228: 4428Kg (37%)
FYWJ1266575: 4397Kg (37%)
SUIJ3418575: 6059Kg (37%)
GBTZ9331980: 6987Kg (37%)
ZNBU5103339: 6211Kg (37%)
SCZZ1571616: 7187Kg (37%)
MXBZ3425674: 7051Kg (37%)
NJKZ1235184: 5465Kg (37%)
KWRZ7032388: 7366Kg (37%)
QUKZ0889967: 6362Kg (37%)
OOQZ3240269: 5701Kg (37%)
EJUZ5943098: 5132Kg (37%)
WYXU3045190: 5925Kg (37%)
BXXZ0862333: 7386Kg (37%)
DWDJ3012144: 7676Kg (37%)
SUVJ3809289: 5901Kg (37%)
OARJ7297661: 7190Kg (37%)
NMVJ2216712: 7474Kg (37%)
ASVJ0471720: 7287Kg (37%)
LFKJ5944077: 6373Kg (37%)
ARHJ5288365: 6999Kg (37%)
SMMJ8663716: 5501Kg (37%)
ZYEZ5728982: 3843Kg (37%)
PHWJ7356203: 5983Kg (37%)
DTAU3282875: 5477Kg (37%)
GDRJ5647339: 3933Kg (37%)
LWAU6274003: 8081Kg (37%)
OJJJ7745185: 5972Kg (37%)
WDBU5411704: 7645Kg (37%)
AYZJ6770023: 7954Kg (37%)
XFOZ2243820: 7675Kg (37%)
DVQJ2302949: 3843Kg (37%)
QTTU1456512: 4570Kg (37%)
BPMZ4210446: 7967Kg (37%)
TQIU3236287: 5411Kg (37%)
NTEJ7318404: 7228Kg (37%)
PSHZ7361326: 5429Kg (37%)
MIDZ5698846: 6796Kg (37%)
SRSU1615201: 6748Kg (37%)
MJEU5649520: 4855Kg (37%)
IQCZ9328669: 3888Kg (37%)
TFPJ9394048: 7972Kg (37%)
KBDJ3043145: 7787Kg (36%)
WXSU1681289: 5187Kg (36%)
YUGJ7435861: 5895Kg (36%)
ZOXZ4014353: 7903Kg (36%)
DWEZ0934490: 6416Kg (36%)
LNGZ9379382: 7779Kg (36%)
LKGJ5364773: 6464Kg (36%)
EPWZ5106411: 6634Kg (36%)
QGIU7748416: 6318Kg (36%)
CNRZ8368502: 5193Kg (36%)
MTYU5174857: 7155Kg (36%)
ZYZZ7452278: 6382Kg (36%)
DTKJ7205297: 7293Kg (36%)
OVNU0413078: 5365Kg (36%)
BPMJ3248262: 5988Kg (36%)
ITHU3994795: 7267Kg (36%)
SLNJ0927775: 4000Kg (36%)
ZCEU7055630: 5059Kg (36%)
GDBZ1803636: 6905Kg (36%)
OCDZ3878673: 6999Kg (36%)
SWAJ2131791: 4702Kg (36%)
TCZZ3907466: 3604Kg (36%)
XBYU4042815: 6047Kg (36%)
ERKZ4761378: 3674Kg (36%)
JZIJ0796091: 4729Kg (36%)
IUZJ7144566: 7561Kg (36%)
JMBU8121140: 7321Kg (36%)
PJKZ5029373: 7077Kg (36%)
JSCJ8882892: 5916Kg (36%)
APNJ4956347: 3820Kg (36%)
ZZTZ7305594: 7945Kg (36%)
DNRU3387267: 6209Kg (36%)
REDZ8138655: 6981Kg (36%)
NRZZ0136371: 3915Kg (36%)
KNUZ0853548: 6600Kg (36%)
GMFU0990160: 6875Kg (36%)
XFIZ1546294: 6102Kg (36%)
FYWZ5486046: 6656Kg (36%)
YVZJ7699052: 3812Kg (36%)
KWXU2251709: 6966Kg (36%)
ENPZ1823547: 4652Kg (36%)
TBNJ6350591: 7564Kg (36%)
QDVZ4265544: 6600Kg (36%)
HESU6034045: 7445Kg (36%)
ERZU8178034: 4308Kg (36%)
HXCU3411719: 5625Kg (36%)
GOKZ3040534: 6858Kg (36%)
XFUZ0364622: 4213Kg (36%)
OFIJ3229970: 4835Kg (36%)
WSGU4505620: 7561Kg (36%)
YZFZ9650846: 6720Kg (36%)
ETHZ7630991: 6818Kg (36%)
MBNZ7469157: 5435Kg (36%)
NGVJ6578899: 6810Kg (36%)
YRGJ4412488: 5952Kg (36%)
PKPU1763596: 7861Kg (36%)
UAHZ2235372: 4267Kg (36%)
EYZU5096938: 5525Kg (36%)
HSGZ3148205: 6140Kg (36%)
TTSZ0712975: 4348Kg (36%)
TLOU8501140: 7318Kg (36%)
GKUU4928917: 4777Kg (36%)
WDJU9492026: 6635Kg (36%)
QMIZ6073702: 5736Kg (36%)
HQEU5704627: 5147Kg (36%)
NNCJ2350675: 3999Kg (36%)
PZIJ7280583: 4385Kg (36%)
WDIZ9456088: 7482Kg (36%)
NFVU3327431: 7501Kg (36%)
NSFJ6846860: 5253Kg (36%)
LVIU7548919: 5410Kg (36%)
LFYJ2855364: 7519Kg (36%)
QMAJ7849423: 6563Kg (36%)
YWQZ3823806: 5261Kg (36%)
AKNJ1961110: 4760Kg (36%)
NOBZ2486025: 6394Kg (36%)
WSFU1616623: 4975Kg (36%)
LZAJ5997859: 6567Kg (36%)
WZNU4153398: 7706Kg (36%)
WKOZ6045366: 7240Kg (36%)
YCKU6922329: 5441Kg (36%)
OXTZ1494498: 7677Kg (36%)
WLBZ5582118: 7143Kg (36%)
CWNU9651992: 7931Kg (36%)
HMBZ9006431: 7513Kg (36%)
PFPU8697924: 4182Kg (36%)
FQZZ9990122: 7423Kg (36%)
NLXZ7679503: 7355Kg (36%)
LJOZ3904114: 5833Kg (36%)
RKMU3276855: 5423Kg (35%)
URTZ5611255: 6076Kg (35%)
CACZ7233838: 5379Kg (35%)
LYDU4904150: 3557Kg (35%)
ZNEJ5507406: 7114Kg (35%)
YIAU8630234: 7467Kg (35%)
QVSJ8072380: 6701Kg (35%)
NBEJ2280584: 7123Kg (35%)
DNGJ3441185: 6296Kg (35%)
TELU7164045: 6475Kg (35%)
TRPU3066533: 7137Kg (35%)
SZIU9501681: 3878Kg (35%)
CNGZ9372020: 4984Kg (35%)
FGDJ7099260: 7604Kg (35%)
RVKU2887739: 6706Kg (35%)
UFSZ4211724: 7509Kg (35%)
VWOZ8123455: 6760Kg (35%)
VSIU1596537: 4416Kg (35%)
VRSZ0431484: 5958Kg (35%)
SAAJ7614870: 6746Kg (35%)
VYWU4909409: 5052Kg (35%)
KTSZ9076129: 6158Kg (35%)
NNDU2529608: 7021Kg (35%)
DGJU3758566: 6233Kg (35%)
UJJZ5045175: 6834Kg (35%)
MKQZ0444541: 7770Kg (35%)
EJTU0641882: 4569Kg (35%)
AAFJ3715179: 6612Kg (35%)
SZFU9014893: 6953Kg (35%)
PRAJ8840818: 7043Kg (35%)
HKVU9864041: 7611Kg (35%)
ANJZ1682642: 6859Kg (35%)
JTSZ9267164: 6864Kg (35%)
JYLZ5243560: 5606Kg (35%)
QWDU6897467: 4609Kg (35%)
OSAJ7270365: 4864Kg (35%)
SAZJ9448899: 7773Kg (35%)
BPLJ4202925: 5573Kg (35%)
CUPJ9910097: 3919Kg (35%)
UZXZ3564143: 5637Kg (35%)
LABJ2465361: 4375Kg (35%)
EULZ7342334: 4514Kg (35%)
TCQJ7924783: 7552Kg (35%)
DLVJ2243074: 5019Kg (35%)
BHMU2496992: 6943Kg (35%)
XOHU9761855: 4924Kg (35%)
RPSU9555220: 6763Kg (35%)
SZKZ0076407: 6663Kg (35%)
YVXZ8928027: 4716Kg (35%)
WFVZ0589923: 4878Kg (35%)
EJOU7529342: 7247Kg (35%)
UZZJ6326823: 7622Kg (35%)
DNXU2260633: 3630Kg (35%)
GPIJ2548912: 7098Kg (35%)
FOZZ6141288: 4709Kg (35%)
ZVBJ3193475: 7757Kg (35%)
CHZU5855605: 4786Kg (35%)
RWAU8060181: 4873Kg (35%)
BNTJ7323014: 7713Kg (35%)
ALIJ7143582: 6550Kg (35%)
CHWZ9262916: 6602Kg (35%)
EVVJ3823468: 4376Kg (35%)
VVSJ2841517: 6773Kg (35%)
FQRU9632541: 4829Kg (35%)
JMGZ2799406: 4629Kg (35%)
SAHU0004699: 3804Kg (35%)
NNIZ2329167: 3667Kg (35%)
QJAJ7178362: 5335Kg (35%)
CTOJ0543071: 7553Kg (35%)
HCEU8383290: 4571Kg (35%)
EEGU5518793: 6824Kg (35%)
ACUU7466912: 5518Kg (35%)
THNZ0735373: 6870Kg (35%)
SQSJ6127068: 4707Kg (35%)
JTSZ9264856: 6843Kg (35%)
RGWJ9107030: 6926Kg (34%)
QBPJ7074890: 6797Kg (34%)
XQVJ7603889: 5489Kg (34%)
YUZJ9969071: 3610Kg (34%)
IFLJ0824416: 5883Kg (34%)
YCIJ0768672: 3557Kg (34%)
ZDHZ3945909: 4320Kg (34%)
UNJZ6606886: 7425Kg (34%)
JRZZ6267988: 7419Kg (34%)
QIYZ3299738: 6829Kg (34%)
KKAU6500327: 5984Kg (34%)
PSFJ4406804: 6123Kg (34%)
IEJZ3568286: 5115Kg (34%)
ZLRZ9681693: 7292Kg (34%)
HKHJ6026642: 6716Kg (34%)
BRIZ7543433: 4986Kg (34%)
YNCJ5837978: 7522Kg (34%)
MSHZ6861258: 5095Kg (34%)
FRMZ7047977: 4410Kg (34%)
ZFBU7218812: 3594Kg (34%)
QUSU5981732: 4277Kg (34%)
YRGZ2664413: 6535Kg (34%)
YGVU7952675: 7518Kg (34%)
XXJZ1299264: 6355Kg (34%)
DYZJ2792451: 3599Kg (34%)
MJVZ7604598: 6366Kg (34%)
KJWU4143911: 4151Kg (34%)
GSKZ7401998: 5505Kg (34%)
GWGJ8194600: 5185Kg (34%)
AKZZ9989178: 3481Kg (34%)
QCKU6507975: 4924Kg (34%)
YUAZ1662550: 5095Kg (34%)
VXEJ1585289: 6461Kg (34%)
VOHZ3024325: 7028Kg (34%)
DDPZ3502489: 5779Kg (34%)
LWQU6157615: 6419Kg (34%)
HZXU8993417: 5225Kg (34%)
JQAZ8606988: 4070Kg (34%)
WKKJ7001718: 6379Kg (34%)
MXIZ1685300: 6858Kg (34%)
OITU4487198: 4853Kg (34%)
EKBZ8938094: 6373Kg (34%)
ANTZ4612420: 6881Kg (34%)
AADU0003952: 6728Kg (34%)
KGTJ1764083: 6663Kg (34%)
CRSZ0955956: 7223Kg (34%)
FBTU5928097: 4653Kg (34%)
VFYZ8474039: 3916Kg (34%)
SOZZ2129238: 5153Kg (34%)
GYSZ8303778: 6771Kg (34%)
SGCU2708644: 7181Kg (34%)
AEYZ8487554: 7456Kg (34%)
RBHJ2242692: 5859Kg (34%)
OGVU9598124: 7001Kg (34%)
VFTU7884290: 5182Kg (34%)
UDMU4291620: 6321Kg (34%)
OJZZ4341287: 6641Kg (34%)
AKLZ5113409: 7306Kg (34%)
XLWJ3109167: 4751Kg (34%)
DNBZ7902007: 7446Kg (34%)
PDKZ6280305: 6546Kg (34%)
FZUJ6336612: 6544Kg (34%)
GWYU1714009: 3814Kg (34%)
QOFJ5445866: 4295Kg (34%)
CMOZ6174996: 6411Kg (34%)
ZEBJ8782277: 5875Kg (34%)
YTEU2048813: 7154Kg (34%)
HBVZ3174613: 6660Kg (34%)
ABHJ6600200: 7098Kg (33%)
GCJJ6877778: 6331Kg (33%)
QSHJ2549813: 4213Kg (33%)
BNYZ6993239: 6627Kg (33%)
UQKZ5890929: 6808Kg (33%)
YJLU4415936: 4620Kg (33%)
JPHJ7732507: 7260Kg (33%)
NAIZ2200334: 5570Kg (33%)
KOSJ8489424: 5709Kg (33%)
PIJZ1124811: 3806Kg (33%)
YNCJ8507040: 6962Kg (33%)
XDLU1431702: 6140Kg (33%)
HEIZ6651517: 6694Kg (33%)
KGLJ6141969: 5388Kg (33%)
DSZJ2929801: 6788Kg (33%)
SCTJ9891747: 7476Kg (33%)
CKOJ3014812: 4970Kg (33%)
REJU8138061: 4965Kg (33%)
DGVJ0375447: 6226Kg (33%)
HBAJ4697747: 4707Kg (33%)
XZGU6685402: 4633Kg (33%)
AIVZ4113876: 5449Kg (33%)
FOQZ8915972: 5883Kg (33%)
SYRJ9190152: 3986Kg (33%)
JBDJ1511555: 4192Kg (33%)
DCAU8278802: 6249Kg (33%)
GWXJ6121697: 5918Kg (33%)
KQGJ1661004: 3817Kg (33%)
RHGJ5573805: 7158Kg (33%)
GWXU7553666: 5080Kg (33%)
ZJXJ0125811: 5849Kg (33%)
JSZJ6202683: 6438Kg (33%)
RNEZ1264137: 6087Kg (33%)
RCZZ1126200: 7249Kg (33%)
CXWZ2262999: 4496Kg (33%)
NOQJ1096420: 6068Kg (33%)
TQNZ1825955: 5185Kg (33%)
JIQU9812845: 5721Kg (33%)
FBOZ8842648: 6723Kg (33%)
QNYU6369845: 6986Kg (33%)
LIAJ4704924: 5682Kg (33%)
PCHU9119204: 5239Kg (33%)
WYDJ1123246: 3495Kg (33%)
DHDJ4971736: 4839Kg (33%)
LBNJ3369303: 4026Kg (33%)
VKTZ5014566: 5939Kg (33%)
GXZU7614678: 5585Kg (33%)
XPZJ8905390: 4480Kg (33%)
JLEU9078716: 5882Kg (33%)
XECZ1150272: 5250Kg (33%)
QUMZ9872065: 6870Kg (33%)
CRAU5335367: 7218Kg (33%)
SORU0765662: 6252Kg (33%)
MCPJ8170735: 6996Kg (33%)
PGVU7103486: 6674Kg (33%)
LSDJ8575098: 5628Kg (33%)
BZMZ9278747: 4956Kg (33%)
ULEZ4349743: 5234Kg (33%)
MTEJ6936831: 5293Kg (33%)
VFXZ9218054: 7122Kg (33%)
CQIZ7593577: 6299Kg (33%)
XIDZ6074659: 5511Kg (33%)
VSJU6936107: 4099Kg (33%)
QCPJ0095719: 3657Kg (33%)
RDFJ9821225: 6257Kg (33%)
UHVU5688597: 6820Kg (33%)
YKPU6067602: 6262Kg (33%)
IRMZ8050449: 5778Kg (33%)
JDHZ8053674: 4646Kg (32%)
XRZU4569995: 4424Kg (32%)
ASDZ1447032: 5494Kg (32%)
LGSJ4607722: 7044Kg (32%)
FVNJ4150551: 7189Kg (32%)
XAPU6421065: 4097Kg (32%)
EFAZ3702569: 6524Kg (32%)
WTLU4083396: 5496Kg (32%)
LFCJ8201127: 6916Kg (32%)
CSVU0080068: 7116Kg (32%)
JANZ9165656: 4171Kg (32%)
APDJ8068740: 4773Kg (32%)
RKXJ3541415: 7263Kg (32%)
VLLZ6458576: 6575Kg (32%)
BBXJ1019938: 6632Kg (32%)
BKMZ9357062: 4764Kg (32%)
UNQZ9593538: 3871Kg (32%)
FWCZ9156338: 3745Kg (32%)
NEMU1430831: 4171Kg (32%)
KANJ0499820: 4443Kg (32%)
EBTJ9313489: 7192Kg (32%)
XPGU7245231: 4230Kg (32%)
OVIJ8860143: 4583Kg (32%)
SORJ7765006: 4058Kg (32%)
WJDZ0872770: 4859Kg (32%)
VFTJ3745968: 5723Kg (32%)
XXTZ2079774: 4928Kg (32%)
YYEU0604440: 5796Kg (32%)
VMKZ0459547: 4885Kg (32%)
JCIU6462276: 7232Kg (32%)
SRIU6972257: 3690Kg (32%)
GXUU1066428: 4853Kg (32%)
XKFJ0114089: 5430Kg (32%)
DTQU9857501: 4839Kg (32%)
HSIU3567838: 6380Kg (32%)
PCMZ9977241: 6141Kg (32%)
BMSZ5216699: 6440Kg (32%)
RRKJ0376875: 4624Kg (32%)
DGEJ9368789: 5563Kg (32%)
JWGZ1402449: 5709Kg (32%)
PODU5795991: 6339Kg (32%)
FHSZ8321365: 3769Kg (32%)
ICVU2037424: 3496Kg (32%)
PMRZ4516163: 5996Kg (32%)
GDGJ2155022: 5283Kg (32%)
NYZU0361731: 4904Kg (32%)
BVMU8177685: 7265Kg (32%)
VWUZ5287652: 5063Kg (32%)
ZYRU6977668: 6946Kg (32%)
SAWU0560235: 5612Kg (32%)
ZQVZ4504120: 5038Kg (32%)
ECBJ7168537: 4304Kg (32%)
XDVU4010889: 6624Kg (32%)
APXJ2374435: 4345Kg (32%)
PLJU4832472: 3787Kg (32%)
ENPZ7375053: 4994Kg (32%)
XNEU2769840: 6422Kg (32%)
TKIZ0629575: 6271Kg (32%)
CSOU9747550: 5225Kg (32%)
GLDZ0925238: 5248Kg (32%)
HAUJ2537000: 4307Kg (32%)
PKDZ8285043: 4051Kg (32%)
KPVJ3588330: 6997Kg (32%)
JRNJ9095463: 3114Kg (31%)
UNHJ6222190: 3302Kg (31%)
RFNU7786063: 6415Kg (31%)
ZSFZ1112086: 6689Kg (31%)
SFDJ7977413: 4919Kg (31%)
ORLU9737573: 3753Kg (31%)
QQFU7668422: 3619Kg (31%)
OPVU3641176: 3556Kg (31%)
ZAFZ5079543: 6041Kg (31%)
VFOU7626382: 4129Kg (31%)
ESUJ4249866: 4069Kg (31%)
YJEZ0382206: 3869Kg (31%)
JKHU0109306: 3064Kg (31%)
KEJZ2800199: 5183Kg (31%)
XEWJ6789659: 5811Kg (31%)
LWHU3869876: 6741Kg (31%)
UPDZ5344274: 3135Kg (31%)
URWU0646754: 6166Kg (31%)
OOHJ2327032: 3541Kg (31%)
ODOZ5287283: 4159Kg (31%)
ZTWZ5512835: 6392Kg (31%)
SBQZ7180319: 6420Kg (31%)
ELHJ9592526: 5125Kg (31%)
JXMU1972086: 4864Kg (31%)
YABU0810256: 5695Kg (31%)
WKDU5851394: 4607Kg (31%)
KDCJ2725574: 7066Kg (31%)
POMZ3812386: 4140Kg (31%)
LLPJ9334595: 3917Kg (31%)
SNYJ0660318: 5112Kg (31%)
KHLZ4321760: 5959Kg (31%)
TJEZ3968225: 4573Kg (31%)
NKRJ7129374: 6511Kg (31%)
YXIJ7645803: 6339Kg (31%)
CXXJ6685767: 5011Kg (31%)
AJFU7249532: 6244Kg (31%)
XVYJ9522824: 4422Kg (31%)
SNSU4812858: 5792Kg (31%)
ZVHZ2427551: 4813Kg (31%)
PYJZ5082642: 4449Kg (31%)
TBPU2357923: 4707Kg (31%)
UJPJ7043023: 4814Kg (31%)
ISRU1056457: 3660Kg (31%)
CXGZ0567368: 3896Kg (31%)
HOAU8713050: 3477Kg (31%)
ULVU0855983: 3654Kg (31%)
QMUU0083784: 3857Kg (31%)
BBEJ5107627: 5124Kg (31%)
NUWZ7426835: 7030Kg (31%)
HHXJ1383672: 6131Kg (31%)
BWIZ0697471: 6857Kg (31%)
SQGZ0141086: 6629Kg (31%)
PYGZ3589303: 4847Kg (31%)
SZXZ4802874: 3353Kg (31%)
HXPU9675436: 3824Kg (31%)
TDUU0920860: 6724Kg (31%)
MPSU3521757: 4710Kg (31%)
PNWZ0860186: 6139Kg (31%)
UGWZ5323215: 6137Kg (31%)
PJHJ2367183: 5371Kg (31%)
BLLZ9734379: 6716Kg (31%)
DGXJ8675151: 3675Kg (31%)
TULZ7344312: 4746Kg (31%)
XDHZ3534721: 6282Kg (31%)
RSVU3527201: 3204Kg (31%)
DEFJ2918047: 5457Kg (31%)
ZAKZ1509660: 3489Kg (31%)
TKZJ7515423: 6824Kg (31%)
GUBJ6210418: 5262Kg (31%)
VWUJ0380906: 6521Kg (31%)
DTOZ7336961: 7105Kg (31%)
EZJU7163674: 7049Kg (31%)
VBYZ4453215: 6812Kg (31%)
PEKZ3060402: 5739Kg (31%)
VGIU5074906: 5351Kg (31%)
JBJJ6463013: 5413Kg (31%)
RWLU0418979: 6770Kg (31%)
RDTZ3823487: 5991Kg (31%)
AAOZ3938565: 5456Kg (31%)
HAGU9126779: 3219Kg (31%)
GUNJ9093146: 3156Kg (31%)
PBPU9167110: 3766Kg (31%)
VGKJ7803604: 6404Kg (31%)
JSSJ0858750: 5240Kg (31%)
EPKJ5691174: 5207Kg (31%)
HSDJ7284659: 5617Kg (31%)
UKNU8784058: 4137Kg (30%)
LWYJ4569539: 4884Kg (30%)
AZQU0638476: 6530Kg (30%)
AOBU9125430: 6842Kg (30%)
YYKZ1759633: 3655Kg (30%)
HIWZ8140120: 5874Kg (30%)
SDOZ9036573: 6164Kg (30%)
DDWJ9979739: 6674Kg (30%)
VRPJ0177566: 5479Kg (30%)
UKYZ5775442: 6384Kg (30%)
NERU2277447: 6874Kg (30%)
IEDZ6157644: 3607Kg (30%)
LSHJ0180509: 6828Kg (30%)
ONQU2779268: 5728Kg (30%)
VBQJ0978703: 4895Kg (30%)
WLGU1652848: 5875Kg (30%)
TNEU0763618: 6890Kg (30%)
FCKJ6976966: 4429Kg (30%)
KAQU4420797: 6034Kg (30%)
FLQZ6011805: 5739Kg (30%)
ATEU7575086: 3505Kg (30%)
WNAJ1992475: 3475Kg (30%)
JSXZ4762055: 5027Kg (30%)
TSVU7768150: 5589Kg (30%)
ZNSZ6002974: 4613Kg (30%)
NAJJ3563608: 5129Kg (30%)
NQDU1197941: 6149Kg (30%)
UEAZ8753254: 4152Kg (30%)
ABNZ2855706: 6182Kg (30%)
BGLJ7756281: 4140Kg (30%)
IKOU4151252: 4629Kg (30%)
WJWJ6170175: 5196Kg (30%)
JOFJ3363605: 4226Kg (30%)
NXTU6405546: 4011Kg (30%)
OCSZ7905646: 4683Kg (30%)
EGZJ3815870: 6478Kg (30%)
KMTU5971214: 5807Kg (30%)
ZQUJ5889901: 6381Kg (30%)
FXYJ6384793: 5681Kg (30%)
PEAZ0628938: 3611Kg (30%)
OWFJ9160130: 3657Kg (30%)
JHCJ0958709: 3231Kg (30%)
DPZZ2882581: 3633Kg (30%)
CPRU3443833: 4030Kg (30%)
IFFJ4496073: 5969Kg (30%)
QFXU0719255: 4209Kg (30%)
KJZU0340196: 5808Kg (30%)
YULU8567676: 6412Kg (30%)
CQJU3298342: 5820Kg (30%)
POYU2693309: 3366Kg (30%)
RBDJ0141436: 5197Kg (30%)
DVVJ0822179: 5234Kg (30%)
QPYJ7509356: 3872Kg (30%)
WZIJ7566907: 6019Kg (30%)
SQTU4773105: 4369Kg (30%)
WZAJ8617754: 6451Kg (30%)
TIAJ8126561: 4054Kg (30%)
NAVU8867839: 6555Kg (30%)
OQAJ4344216: 5300Kg (30%)
ZMJZ9451132: 3964Kg (30%)
CQFJ2209004: 5038Kg (30%)
JYEJ9924756: 4555Kg (30%)
HBYZ1457871: 5797Kg (30%)
OXIZ4318831: 3206Kg (30%)
WEAU6705787: 5633Kg (30%)
RTTZ9429568: 3067Kg (30%)
VUXZ4715987: 5250Kg (30%)
UBDJ7452633: 3621Kg (30%)
NRJU7907219: 4733Kg (30%)
QEZU8577748: 4693Kg (30%)
PIYJ1566623: 3314Kg (30%)
YVDJ1231809: 6741Kg (30%)
WJPZ1093028: 5050Kg (30%)
EJFJ9378110: 5352Kg (30%)
RVAZ6434235: 3963Kg (30%)
ANYZ0055844: 5454Kg (30%)
IEGZ2307501: 4509Kg (30%)
IXMZ8250938: 6946Kg (30%)
ZRLU3347335: 3906Kg (30%)
UBBU9075239: 6020Kg (30%)
FZXU8688131: 3693Kg (30%)
OTBZ3446880: 6433Kg (30%)
FHIZ4396635: 5281Kg (30%)
ESXZ9076656: 5068Kg (30%)
YVLU5843401: 6553Kg (30%)
QDGJ4150247: 3915Kg (30%)
BBSU6632536: 6056Kg (30%)
WRMJ3174345: 5520Kg (30%)
UPNJ5477100: 3715Kg (30%)
DMSU1318084: 4701Kg (30%)
IXFJ5077253: 5418Kg (30%)
SKPZ8246756: 6609Kg (30%)
XPAU3591313: 5459Kg (30%)
MNVU9998649: 3112Kg (30%)
BXFU7615906: 4777Kg (30%)
ARBZ3334598: 5737Kg (30%)
LDDJ5814223: 6398Kg (30%)
SVYJ9604854: 6770Kg (30%)
NNUZ1434348: 5465Kg (30%)
QVMU6875658: 6551Kg (30%)
KPLJ6053417: 6000Kg (30%)
DUKZ6371580: 4357Kg (30%)
EGUU8915641: 4502Kg (30%)
PKJJ5722479: 6825Kg (30%)
FZQJ8555339: 3153Kg (30%)
PFMJ6615396: 5511Kg (30%)
VAUZ8717949: 5761Kg (30%)
DUYJ9328048: 6028Kg (30%)
PAMU8514706: 6085Kg (29%)
EMPZ8726661: 6399Kg (29%)
UTNZ4956675: 3355Kg (29%)
TGRZ4724117: 4824Kg (29%)
SKUU5992636: 3911Kg (29%)
XODZ3235353: 5424Kg (29%)
TWNZ3538496: 6138Kg (29%)
ULIU1602344: 6118Kg (29%)
WHVJ5794468: 3001Kg (29%)
KYCJ6014568: 4364Kg (29%)
AFOZ2336841: 6495Kg (29%)
XSOJ6626883: 4652Kg (29%)
RIBJ9166365: 5991Kg (29%)
HTRU6897085: 3835Kg (29%)
QVOZ1897546: 4518Kg (29%)
UEQZ7536314: 5735Kg (29%)
YWNJ2964692: 6414Kg (29%)
MWHU5369376: 4829Kg (29%)
IPJZ8689121: 5924Kg (29%)
GXDU3517681: 3359Kg (29%)
FSUZ1440853: 3411Kg (29%)
AOSZ3519151: 2974Kg (29%)
LAQJ4094642: 4175Kg (29%)
ZAYZ2745033: 3248Kg (29%)
VSNZ4771289: 4750Kg (29%)
GTCZ8526604: 5565Kg (29%)
ZYCZ5212321: 3708Kg (29%)
ITMU8280728: 4334Kg (29%)
GQSU9847147: 4006Kg (29%)
KRYJ2058414: 4055Kg (29%)
CQWU7030895: 3484Kg (29%)
VEVJ2187379: 4568Kg (29%)
RBJJ0624905: 4506Kg (29%)
MXOU5797307: 5507Kg (29%)
FPFZ7719631: 6446Kg (29%)
JBFU5811352: 5361Kg (29%)
NQTU8990494: 4354Kg (29%)
YEGU9510341: 3158Kg (29%)
HUDU3806179: 3348Kg (29%)
ELLJ8704220: 5126Kg (29%)
MPVZ4355777: 5477Kg (29%)
MKQU6951319: 6420Kg (29%)
DVUZ3634237: 3594Kg (29%)
JRPJ0217865: 5559Kg (29%)
NWWU8697927: 3370Kg (29%)
UVUU4258991: 4943Kg (29%)
PHJU7467000: 6358Kg (29%)
BAPJ6226009: 6415Kg (29%)
NNHZ9868094: 6159Kg (29%)
RQTU2292446: 5611Kg (29%)
JQJU8670014: 5808Kg (29%)
HIOU6355285: 5933Kg (29%)
AKOU0150468: 5851Kg (29%)
BKMJ7998859: 5582Kg (29%)
ZSIU6466766: 5058Kg (29%)
NHOJ3022468: 6693Kg (29%)
GCHJ2344818: 3885Kg (29%)
IDVJ1572030: 3738Kg (29%)
PLYZ1263071: 3192Kg (29%)
IQAZ1079329: 3751Kg (29%)
BMBJ2367130: 4215Kg (29%)
STTU6424091: 5278Kg (29%)
WJZJ3507034: 6722Kg (29%)
FJZZ3930503: 3331Kg (29%)
ZTKU4714948: 5933Kg (29%)
BLAZ4011800: 5010Kg (29%)
USHZ1051830: 6270Kg (29%)
FWXU9768731: 4509Kg (29%)
TLLJ2636313: 6278Kg (29%)
LTCZ5728574: 6721Kg (29%)
QKHZ6938028: 6377Kg (29%)
QONZ2999962: 6276Kg (29%)
CKTJ9919817: 4013Kg (29%)
LZHU2217493: 4275Kg (29%)
UJGU8494534: 2941Kg (29%)
HKTZ7571862: 6132Kg (29%)
QNDJ8929016: 3723Kg (29%)
OOEZ4581814: 4879Kg (29%)
XLZU9171977: 3121Kg (29%)
QNAJ7676662: 5718Kg (29%)
SCHJ2661577: 5250Kg (29%)
NMLJ6917375: 5440Kg (28%)
ZETU0818569: 4641Kg (28%)
UZBZ8404218: 6337Kg (28%)
QDTZ2188747: 6328Kg (28%)
ETWZ1286541: 5577Kg (28%)
MQHU4195903: 3741Kg (28%)
KLQU5758674: 4260Kg (28%)
MAWZ6506783: 5339Kg (28%)
QPKU2504992: 5452Kg (28%)
LRDJ5505674: 4701Kg (28%)
SSFU4931453: 5941Kg (28%)
QYEZ4816782: 6313Kg (28%)
ULAZ6646291: 5263Kg (28%)
FFPZ5060912: 3152Kg (28%)
KACZ9519289: 4835Kg (28%)
RPIJ3185204: 5826Kg (28%)
ESYJ7675886: 5219Kg (28%)
GRFU5271548: 5077Kg (28%)
GMGU4625575: 4360Kg (28%)
STSZ9836730: 3698Kg (28%)
KJCZ3036272: 5901Kg (28%)
BFFZ3542189: 5222Kg (28%)
BKIJ8398779: 3419Kg (28%)
OFAU9844711: 4137Kg (28%)
RIOU5498769: 4755Kg (28%)
BKZZ6956706: 3418Kg (28%)
